address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
"200 BLOCK HAZELWOOD AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2018,5,6,Hazelwood,5,15,42003562300,3,4,13-Feb,40.41181078,-79.94153777
"200 BLOCK HAZLETT ST PITTSBURGH, PA 15214",1,0,0,1,0,0,2015,6,6,Middle Hill,6,5,42003050100,3,2,5-Feb,40.44655269,-79.97153386
"200 BLOCK HAZLETT ST PITTSBURGH, PA 15214",2,0,2,0,0,0,2020,9,6,Middle Hill,6,5,42003050100,3,2,5-Feb,40.44655269,-79.97153386
"200 BLOCK HELEN WAY PITTSBURGH, PA 15210",1,0,1,0,0,0,2017,10,5,,,,,,3,,,
"200 BLOCK HELEN WAY PITTSBURGH, PA 15210",1,0,0,1,0,0,2019,8,4,,,,,,3,,,
"200 BLOCK HENDERSON ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,2,6,Fineview,1,25,42003250900,1,1,10-Jan,40.46032537,-80.00167471
"200 BLOCK HILLSIDE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,9,6,,,,,,2,,,
"200 BLOCK JACKSONIA ST PITTSBURGH, PA 15212",1,0,0,0,1,0,2017,5,2,Central Northside,6,25,42003250300,1,1,21-Jan,40.45789512,-80.00956849
"200 BLOCK JOHNSTON AVE PITTSBURGH, PA 15207",2,0,1,0,0,1,2019,3,2,Hazelwood,5,15,42003562300,3,4,13-Feb,40.40619592,-79.94174734
"200 BLOCK JOHNSTON AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2017,6,3,Hazelwood,5,15,42003562300,3,4,13-Feb,40.40619592,-79.94174734
"200 BLOCK JUCUNDA ST PITTSBURGH, PA 15210",1,0,0,1,0,0,2018,7,5,Knoxville,3,30,42003300100,5,3,6-Apr,40.41719056,-79.99105223
"200 BLOCK JUCUNDA ST PITTSBURGH, PA 15210",1,0,0,0,1,0,2015,8,3,Knoxville,3,30,42003300100,5,3,6-Apr,40.41719056,-79.99105223
"200 BLOCK JUCUNDA ST PITTSBURGH, PA 15210",1,0,0,1,0,0,2015,2,6,Knoxville,3,30,42003300100,5,3,6-Apr,40.41719056,-79.99105223
"200 BLOCK JUCUNDA ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,7,5,Knoxville,3,30,42003300100,5,3,6-Apr,40.41719056,-79.99105223
"200 BLOCK KATHLEEN ST PITTSBURGH, PA 15211",3,0,3,0,0,0,2017,5,5,Mount Washington,3,18,42003180700,5,3,5-Apr,40.42539679,-80.0027072
"200 BLOCK KILBUCK RD PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,8,3,,,,,,1,,,
"200 BLOCK KNOX AVE PITTSBURGH, PA 15210",1,0,0,0,0,1,2019,9,3,Knoxville,3,30,42003300100,5,3,7-Apr,40.41137191,-79.99036398
"200 BLOCK LOMBARD ST PITTSBURGH, PA 15219",1,0,0,0,1,0,2017,7,0,,,,,,2,,,
"200 BLOCK LOTHROP ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2016,11,6,West Oakland,8,4,42003040200,3,4,14-Feb,40.44224702,-79.9609287
"200 BLOCK MARSDEN ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,1,2,Hazelwood,5,15,42003562300,3,4,13-Feb,40.41081553,-79.94218557
"200 BLOCK MARSDEN ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,1,2,Hazelwood,5,15,42003562300,3,4,13-Feb,40.41081553,-79.94218557
"200 BLOCK MARSHALL AVE PITTSBURGH, PA 15214",2,0,1,0,1,0,2018,1,0,Perry North,1,26,42003260700,1,1,23-Jan,40.47507685,-80.01370868
"200 BLOCK MATHEWS AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,5,4,Knoxville,3,30,42003300100,5,3,7-Apr,40.41383066,-79.99075637
"200 BLOCK MAYTIDE ST PITTSBURGH, PA 15227",2,0,0,0,1,1,2019,4,2,Carrick,4,29,42003290400,3,3,23-Apr,40.38441363,-79.98318463
"200 BLOCK MC KINLEY ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,1,6,Knoxville,3,30,42003300100,5,3,7-Apr,40.40875458,-79.99115146
"200 BLOCK MC KINLEY ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,1,6,Knoxville,3,30,42003300100,5,3,7-Apr,40.40875458,-79.99115146
"200 BLOCK MERIDAN ST PITTSBURGH, PA 15211",1,0,1,0,0,0,2017,1,5,Duquesne Heights,2,19,42003191100,5,3,1-Apr,40.43486436,-80.01951779
"200 BLOCK MERRIMAC ST PITTSBURGH, PA 15211",1,0,1,0,0,0,2016,2,3,Mount Washington,2,19,42003190300,5,3,1-Apr,40.43280491,-80.01363129
"200 BLOCK MONASTERY AVE PITTSBURGH, PA 15203",2,0,1,0,0,1,2018,9,5,South Side Slopes,3,17,42003170600,3,3,3-Apr,40.42181887,-79.98443895
"200 BLOCK MONASTERY AVE PITTSBURGH, PA 15203",1,0,0,0,0,1,2019,3,5,South Side Slopes,3,17,42003170600,3,3,3-Apr,40.42181887,-79.98443895
"200 BLOCK MOORE AVE PITTSBURGH, PA 15210",1,0,0,1,0,0,2015,12,1,Knoxville,3,30,42003300100,5,3,7-Apr,40.41139176,-79.99041191
"200 BLOCK MOORE AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2017,4,3,Knoxville,3,30,42003300100,5,3,7-Apr,40.41139176,-79.99041191
"200 BLOCK MOORE AVE PITTSBURGH, PA 15210",7,0,3,0,3,1,2015,6,3,Knoxville,3,30,42003300100,5,3,7-Apr,40.41139176,-79.99041191
"200 BLOCK MOORE AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2020,2,4,Knoxville,3,30,42003300100,5,3,7-Apr,40.41139176,-79.99041191
"200 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2017,11,3,Northview Heights,1,26,42003261200,1,1,15-Jan,40.48282675,-80.00530877
"200 BLOCK NATCHEZ ST PITTSBURGH, PA 15211",1,0,0,0,1,0,2017,1,6,,,,,,3,,,
"200 BLOCK N NEGLEY AVE PITTSBURGH, PA 15206",1,0,0,0,0,1,2019,10,4,Garfield,9,11,42003111400,2,5,8-Mar,40.46454368,-79.93007544
"200 BLOCK N WHITFIELD ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,7,3,,,,,,5,,,
"200 BLOCK OAK HILL DR PITTSBURGH, PA 15213",1,0,1,0,0,0,2016,4,3,,,,,,2,,,
"200 BLOCK ORVILLE WAY PITTSBURGH, PA 15224",1,0,1,0,0,0,2018,12,3,Bloomfield,7,9,42003090300,2,5,6-Mar,40.4639298,-79.95038533
"200 BLOCK PARKFIELD ST PITTSBURGH, PA 15210",1,0,0,0,0,1,2015,7,4,Carrick,4,29,42003290100,3,3,23-Apr,40.39200027,-79.99041424
"200 BLOCK PENFORT ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2018,3,4,Northview Heights,1,26,42003260900,1,1,13-Jan,40.47464732,-80.00216204
"200 BLOCK PENN AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,9,1,,,,42003560400,,OSC,16-Mar,40.44601381,-79.89267676
"200 BLOCK PLATT AVE PITTSBURGH, PA 15216",1,0,1,0,0,0,2019,2,3,,,,,,6,,,
"200 BLOCK POPLARGROVE ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2017,2,2,Carrick,4,29,42003290200,3,3,12-Apr,40.39655912,-79.9847685
"200 BLOCK POPLARGROVE ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,4,1,Carrick,4,29,42003290200,3,3,12-Apr,40.39655912,-79.9847685
"200 BLOCK PROVOST RD PITTSBURGH, PA 15227",1,0,1,0,0,0,2019,4,3,Overbrook,4,32,42003320700,5,3,25-Apr,40.37795809,-79.99391512
"200 BLOCK RADCLIFFE ST PITTSBURGH, PA 15204",1,0,0,0,1,0,2017,12,5,Esplen,2,20,42003562500,5,6,27-Jan,40.46282663,-80.0554393
"200 BLOCK REIFERT ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,9,1,Knoxville,3,30,42003300100,5,3,7-Apr,40.40813781,-79.99211431
"200 BLOCK ROBINSON ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2015,9,5,West Oakland,6,4,42003040200,3,4,10-Feb,40.44048769,-79.96533712
"200 BLOCK ROCHELLE ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,5,6,Knoxville,3,30,42003300100,5,3,6-Apr,40.41510646,-79.99059025
"200 BLOCK ROCHELLE ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,12,0,Knoxville,3,30,42003300100,5,3,6-Apr,40.41510646,-79.99059025
"200 BLOCK S 17TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2017,7,3,,,,,,3,,,
"200 BLOCK S 9TH ST PITTSBURGH, PA 15203",1,0,0,1,0,0,2017,6,3,Central Business District,6,2,42003020100,6,2,3-Jan,40.44372216,-79.99834629
"200 BLOCK SCHENLEY DR PITTSBURGH, PA",1,0,1,0,0,0,2020,8,0,Squirrel Hill North,8,14,42003140100,3,4,8-Feb,40.43979107,-79.93701046
"200 BLOCK S FAIRMOUNT ST PITTSBURGH, PA 15206",1,0,0,1,0,0,2015,3,2,Friendship,7,8,42003080700,2,5,23-Mar,40.46233535,-79.93380689
"200 BLOCK SHETLAND AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,4,5,Larimer,9,12,42003120400,2,5,12-Mar,40.46456988,-79.91041829
"200 BLOCK S HIGHLAND AVE PITTSBURGH, PA 15232",1,0,1,0,0,0,2018,5,6,Shadyside,8,7,42003070500,2,4,11-Mar,40.45875586,-79.92529613
"200 BLOCK S MILLVALE AVE PITTSBURGH, PA 15224",1,0,1,0,0,0,2016,3,5,Bloomfield,7,8,42003080900,2,5,6-Mar,40.46486343,-79.94572236
"200 BLOCK S ST CLAIR ST PITTSBURGH, PA 15206",2,0,2,0,0,0,2017,2,3,East Liberty,9,8,42003111500,2,5,23-Mar,40.46115109,-79.92987137
"200 BLOCK STANWIX ST PITTSBURGH, PA 15222",1,0,0,1,0,0,2017,3,1,Central Business District,6,1,42003020100,6,2,4-Jan,40.43983159,-80.00488341
"200 BLOCK STEUBEN ST PITTSBURGH, PA 15220",1,0,1,0,0,0,2017,6,2,Elliott,2,20,42003562600,5,6,17-Jan,40.44150821,-80.03615769
"200 BLOCK SUNCREST ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2017,9,6,Knoxville,3,30,42003300100,5,3,7-Apr,40.41041306,-79.99039005
"200 BLOCK SUNCREST ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,1,4,Knoxville,3,30,42003300100,5,3,7-Apr,40.41041306,-79.99039005
"200 BLOCK SUNCREST ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,1,4,Knoxville,3,30,42003300100,5,3,7-Apr,40.41041306,-79.99039005
"200 BLOCK TAFT AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2020,3,2,,,,,,3,,,
"200 BLOCK TROWBRIDGE ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,8,5,Hazelwood,5,15,42003562300,3,4,13-Feb,40.40556515,-79.94169009
"200 BLOCK VIRGINIA AVE PITTSBURGH, PA 15211",1,0,1,0,0,0,2018,3,1,Mount Washington,2,19,42003191400,5,3,27-Apr,40.43081004,-80.0095845
"200 BLOCK WALTER ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,5,5,Allentown,3,18,42003180300,5,3,21-Apr,40.42077971,-79.99476593
"200 BLOCK WHITRIDGE ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2016,9,4,West Oakland,6,4,42003040200,3,4,10-Feb,40.44005928,-79.9676182
"200 BLOCK WILBUR ST PITTSBURGH, PA 15210",3,1,2,0,0,0,2015,2,3,Knoxville,3,30,42003300100,5,3,7-Apr,40.4074431,-79.99259862
"200 BLOCK WINSTON ST PITTSBURGH, PA 15207",3,0,2,0,1,0,2019,11,4,Hazelwood,5,15,42003562300,3,4,13-Feb,40.40476085,-79.94146561
"200 BLOCK WINSTON ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2016,3,1,Hazelwood,5,15,42003562300,3,4,13-Feb,40.40476085,-79.94146561
"200 BLOCK WINSTON ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2018,2,5,Hazelwood,5,15,42003562300,3,4,13-Feb,40.40476085,-79.94146561
"200 BLOCK W WOODFORD AVE PITTSBURGH, PA 15210",2,0,1,0,1,0,2019,2,3,Carrick,4,29,42003290200,3,3,12-Apr,40.39288978,-79.98290884
"200 BLOCK YOSEMITE DR PENN HILLS, PA 15235",2,0,2,0,0,0,2017,6,4,,,,42003523501,,OSC,,40.47547276,-79.81548383
"2100 BLOCK 5TH AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,10,4,Bluff,6,4,42003010300,3,2,1-Feb,40.4378942,-79.9757121
"2100 BLOCK ARLINGTON AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,7,1,Arlington,3,16,42003160800,3,3,22-Apr,40.41768085,-79.97728685
"2100 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,12,4,Middle Hill,6,5,42003050100,3,2,1-Feb,40.44705788,-79.98068574
"2100 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,0,1,0,0,2018,9,5,Middle Hill,6,5,42003050100,3,2,1-Feb,40.44705788,-79.98068574
"2100 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,0,0,1,0,2019,3,3,Middle Hill,6,5,42003050100,3,2,1-Feb,40.44705788,-79.98068574
"2100 BLOCK E CARSON ST PITTSBURGH, PA 15203",2,0,1,1,0,0,2020,1,4,,,,,,3,,,
"2100 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2015,11,2,South Side Flats,3,16,42003160900,3,3,24-Apr,40.42831461,-79.97607197
"2100 BLOCK EGGERS ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,8,3,Troy Hill,1,24,42003240600,1,1,2-Jan,40.46831622,-79.97799454
"2100 BLOCK FRANKELLA AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2017,1,5,,,,,,5,,,
"2100 BLOCK HEMANS ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,7,0,Middle Hill,6,5,42003050100,3,2,1-Feb,40.4441361,-79.97823238
"2100 BLOCK KOERNER AVE PITTSBURGH, PA 15214",3,1,0,0,2,0,2015,7,1,Perry South,6,25,42003261400,1,1,10-Jan,40.46447246,-80.01058236
"2100 BLOCK KOERNER AVE PITTSBURGH, PA 15214",1,0,0,1,0,0,2015,6,3,Perry South,6,25,42003261400,1,1,10-Jan,40.46447246,-80.01058236
"2100 BLOCK MISSION ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2020,4,3,South Side Slopes,3,16,42003160800,3,3,24-Apr,40.42278647,-79.9754017
"2100 BLOCK N CHARLES ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,9,6,Perry South,6,25,42003261400,1,1,12-Jan,40.46254744,-80.01864975
"2100 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,5,0,East Hills,9,13,42003130600,2,5,19-Mar,40.45296064,-79.87402468
"2100 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,10,2,East Hills,9,13,42003130600,2,5,19-Mar,40.45296064,-79.87402468
"2100 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,0,1,0,0,2018,5,5,East Hills,9,13,42003130600,2,5,19-Mar,40.45296064,-79.87402468
"2100 BLOCK PARK HILL DR PITTSBURGH, PA 15221",2,0,0,2,0,0,2016,10,1,East Hills,9,13,42003130600,2,5,19-Mar,40.45296064,-79.87402468
"2100 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,0,1,0,0,2015,9,5,East Hills,9,13,42003130600,2,5,19-Mar,40.45296064,-79.87402468
"2100 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,1,0,0,0,0,2018,10,3,East Hills,9,13,42003130600,2,5,19-Mar,40.45296064,-79.87402468
"2100 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2020,5,4,East Hills,9,13,42003130600,2,5,19-Mar,40.45296064,-79.87402468
"2100 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,0,1,0,0,2020,9,4,East Hills,9,13,42003130600,2,5,19-Mar,40.45296064,-79.87402468
"2100 BLOCK PARKLYN ST PITTSBURGH, PA 15234",1,0,1,0,0,0,2015,6,2,Overbrook,4,32,42003320700,5,3,25-Apr,40.38763089,-80.00543611
"2100 BLOCK PLAINVIEW AVE PITTSBURGH, PA 15226",2,0,1,1,0,0,2015,6,3,Brookline,4,19,42003191700,5,6,26-Apr,40.40159208,-80.02010697
"2100 BLOCK RHINE ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2020,5,3,Spring Hill-City View,1,26,42003262000,1,1,11-Jan,40.46662473,-79.9936802
"2100 BLOCK ROSE ST PITTSBURGH, PA 15219",2,0,2,0,0,0,2016,12,5,Middle Hill,6,5,42003050100,3,2,1-Feb,40.44352789,-79.97778843
"2100 BLOCK ROSE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,12,4,Middle Hill,6,5,42003050100,3,2,1-Feb,40.44352789,-79.97778843
"2100 BLOCK SARAH ST PITTSBURGH, PA 15203",2,2,0,0,0,0,2015,9,6,South Side Flats,3,16,42003160900,3,3,24-Apr,40.42743056,-79.97612293
"2100 BLOCK SARANAC AVE PITTSBURGH, PA 15216",1,0,1,0,0,0,2017,3,6,Beechview,4,19,42003192000,5,6,28-Apr,40.40456242,-80.02735596
"2100 BLOCK SIDNEY ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2020,7,4,South Side Flats,3,16,42003160900,3,3,24-Apr,40.42924022,-79.97600226
"2100 BLOCK STRAUBS LN PITTSBURGH, PA 15212",2,0,2,0,0,0,2015,10,6,Troy Hill,1,24,42003240600,1,1,2-Jan,40.4697377,-79.97947373
"2100 BLOCK SWISSVALE AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,12,4,East Hills,9,13,42003130600,2,5,19-Mar,40.45236944,-79.87364333
"2100 BLOCK WATSON ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2017,12,2,Overbrook,4,32,42003320400,5,3,23-Apr,40.39115347,-79.99427292
"2100 BLOCK WATSON ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2020,1,2,Overbrook,4,32,42003320400,5,3,23-Apr,40.39115347,-79.99427292
"2100 BLOCK WATSON ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2020,9,3,Overbrook,4,32,42003320400,5,3,23-Apr,40.39115347,-79.99427292
"2200 BLOCK ARLINGTON AVE PITTSBURGH, PA",1,0,0,1,0,0,2018,3,2,Arlington,3,16,42003561600,3,3,8-Apr,40.41684498,-79.97587792
"2200 BLOCK ARLINGTON AVE PITTSBURGH, PA 15210",2,0,0,0,0,2,2016,5,1,Arlington,3,16,42003561600,3,3,8-Apr,40.41684498,-79.97587792
"2200 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,8,5,Middle Hill,6,5,42003050100,3,2,1-Feb,40.44812952,-79.97810106
"2200 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,0,1,0,0,2017,8,3,Middle Hill,6,5,42003050100,3,2,1-Feb,40.44812952,-79.97810106
"2200 BLOCK EAST HILLS DR DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,4,5,East Hills,9,13,42003130600,2,5,19-Mar,40.4539042,-79.87309252
"2200 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2018,4,2,East Hills,9,13,42003130600,2,5,19-Mar,40.4539042,-79.87309252
"2200 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",2,0,2,0,0,0,2018,8,5,East Hills,9,13,42003130600,2,5,19-Mar,40.4539042,-79.87309252
"2200 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",1,0,0,1,0,0,2018,6,6,East Hills,9,13,42003130600,2,5,19-Mar,40.4539042,-79.87309252
"2200 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",2,0,2,0,0,0,2018,10,1,East Hills,9,13,42003130600,2,5,19-Mar,40.4539042,-79.87309252
"2200 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2018,4,2,East Hills,9,13,42003130600,2,5,19-Mar,40.4539042,-79.87309252
"2200 BLOCK JONQUIL WAY PITTSBURGH, PA 15210",4,0,1,2,1,0,2015,4,4,Arlington,3,16,42003561600,3,3,8-Apr,40.41596461,-79.97618091
"2200 BLOCK N CHARLES ST PITTSBURGH, PA 15214",2,0,0,1,0,1,2015,3,3,Perry South,6,25,42003261400,1,1,12-Jan,40.4632225,-80.0198327
"2200 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,10,4,Perry South,6,26,42003261400,1,1,10-Jan,40.46496524,-80.01128944
"2200 BLOCK RHINE ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2017,11,4,,,,,,1,,,
"2200 BLOCK ROSE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,8,6,,,,,,2,,,
"2200 BLOCK ROSE ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2019,10,2,,,,,,2,,,
"2200 BLOCK SARAH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2017,9,6,South Side Flats,3,16,42003160900,3,3,24-Apr,40.42725506,-79.97459941
"2200 BLOCK SHADY AVE PITTSBURGH, PA 15217",1,0,1,0,0,0,2018,8,2,Squirrel Hill South,5,14,42003140800,3,4,21-Feb,40.43337694,-79.9187784
"2200 BLOCK SOMERS DR PITTSBURGH, PA 15219",2,0,2,0,0,0,2017,9,6,Bedford Dwellings,6,5,42003050900,3,2,5-Feb,40.44942565,-79.97558894
"2200 BLOCK SOMERS DR PITTSBURGH, PA 15219",1,1,0,0,0,0,2016,10,2,Bedford Dwellings,6,5,42003050900,3,2,5-Feb,40.44942565,-79.97558894
"2200 BLOCK SOMERS DR PITTSBURGH, PA 15219",1,0,0,1,0,0,2016,8,1,Bedford Dwellings,6,5,42003050900,3,2,5-Feb,40.44942565,-79.97558894
"2200 BLOCK VALERA AVE PITTSBURGH, PA 15210",5,0,0,0,4,1,2018,4,3,Carrick,4,29,42003290400,3,3,23-Apr,40.39017792,-79.98834508
"2200 BLOCK WALTON AVE PITTSBURGH, PA 15210",2,0,1,0,0,1,2017,6,4,Overbrook,4,32,42003320400,5,3,23-Apr,40.38832776,-79.99356096
"2200 BLOCK WEBSTER AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,1,5,Middle Hill,6,5,42003050100,3,2,1-Feb,40.44735456,-79.97786699
"2200 BLOCK WHITE HILL DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2020,7,1,,,,,,2,,,
"2200 BLOCK WILNER DR PITTSBURGH, PA 15221",2,0,1,1,0,0,2016,3,4,,,,,,5,,,
"2200 BLOCK WILNER DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,9,3,,,,,,5,,,
"2200 BLOCK WILNER DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2017,4,0,,,,,,5,,,
"2200 BLOCK WILNER DR PITTSBURGH, PA 15221",2,0,1,1,0,0,2018,1,2,,,,,,5,,,
"2200 BLOCK WILNER DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,3,2,,,,,,5,,,
"2200 BLOCK WYLIE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,4,2,Middle Hill,6,5,42003050100,3,2,5-Feb,40.44588729,-79.97632804
"2200 BLOCK WYLIE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,4,2,Middle Hill,6,5,42003050100,3,2,5-Feb,40.44588729,-79.97632804
"2300 BLOCK ALMONT ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,10,5,Carrick,4,29,42003290400,3,3,23-Apr,40.38793552,-79.98809663
"2300 BLOCK ARLINGTON AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,9,5,Arlington,3,16,42003561600,3,3,22-Apr,40.41709532,-79.97444232
"2300 BLOCK ATHENA AVE PITTSBURGH, PA 15210",2,0,0,0,0,2,2019,2,4,Carrick,4,29,42003290200,3,3,12-Apr,40.39099742,-79.9857317
"2300 BLOCK ATMORE ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,5,4,Marshall-Shadeland,1,27,42003270400,1,1,9-Jan,40.46248258,-80.03029346
"2300 BLOCK ATMORE ST PITTSBURGH, PA 15212",1,1,0,0,0,0,2020,9,4,Marshall-Shadeland,1,27,42003270400,1,1,9-Jan,40.46248258,-80.03029346
"2300 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,9,5,Carrick,4,29,42003290400,3,3,12-Apr,40.38905727,-79.98552317
"2300 BLOCK CALIFORNIA AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,7,2,Marshall-Shadeland,1,27,42003270400,1,1,9-Jan,40.46243808,-80.03099986
"2300 BLOCK CANDACE ST PITTSBURGH, PA 15216",1,0,1,0,0,0,2018,3,6,Beechview,4,19,42003192000,5,6,28-Apr,40.40253987,-80.03215002
"2300 BLOCK CANDACE ST PITTSBURGH, PA 15216",2,0,1,1,0,0,2015,11,5,Beechview,4,19,42003192000,5,6,28-Apr,40.40253987,-80.03215002
"2300 BLOCK CENTRE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,9,6,Middle Hill,6,5,42003050100,3,2,5-Feb,40.44520633,-79.97395014
"2300 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2017,12,5,East Hills,9,13,42003130600,2,5,19-Mar,40.45661624,-79.87132859
"2300 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2017,5,2,East Hills,9,13,42003130600,2,5,19-Mar,40.45661624,-79.87132859
"2300 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",1,0,0,1,0,0,2016,8,1,East Hills,9,13,42003130600,2,5,19-Mar,40.45661624,-79.87132859
"2300 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2017,9,4,East Hills,9,13,42003130600,2,5,19-Mar,40.45661624,-79.87132859
"2300 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",1,0,0,1,0,0,2017,8,1,East Hills,9,13,42003130600,2,5,19-Mar,40.45661624,-79.87132859
"2300 BLOCK ECCLES ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,12,0,South Side Slopes,3,16,42003160800,3,3,22-Apr,40.41814412,-79.97426349
"2300 BLOCK FAIRLAND ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2020,4,2,Overbrook,4,32,42003320400,5,3,23-Apr,40.38688784,-79.99405355
"2300 BLOCK FREMONT PL PITTSBURGH, PA 15216",1,0,1,0,0,0,2019,7,2,Beechview,4,19,42003192000,5,6,28-Apr,40.402324,-80.03097663
"2300 BLOCK GERSHON ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,1,4,,,,,,1,,,
"2300 BLOCK GERSHON ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,1,4,,,,,,1,,,
"2300 BLOCK LUCINA AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2020,7,3,Overbrook,4,32,42003320400,5,3,23-Apr,40.38734286,-79.99242723
